video_path,video_width,video_height,frame_idx,instance_idx,part_name,predicted,x_pos,y_pos
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,4,UpperThorax,True,1800.0679931640625,600.2523193359375
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,4,LowerThorax,True,1799.7174072265625,616.817138671875
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,4,Petiole,True,1796.1385498046875,636.7987670898438
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,4,Abdomen,True,1791.7889404296875,684.2632446289062
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,4,LForeLeg,True,1772.3892822265625,588.1033935546875
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,4,LForeFoot,True,1779.1573486328125,556.9287719726562
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,4,RForeLeg,True,1823.47998046875,592.267578125
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,4,RForeFoot,True,1831.775146484375,540.5361328125
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,4,LMidLeg,True,1775.6533203125,608.5096435546875
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,4,LMidFoot,True,1716.4287109375,592.8798217773438
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,4,RMidLeg,True,1835.55322265625,620.5476684570312
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,4,RMidFoot,True,1876.27490234375,616.7836303710938
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,4,LHindLeg,True,1763.6859130859375,640.56201171875
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,4,LHindFoot,True,1696.0244140625,688.0419921875
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,4,RHindLeg,True,1820.147705078125,660.595458984375
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,4,RHindFoot,True,1836.43701171875,724.3291015625
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,5,Head,True,1125.0374755859375,780.0720825195312
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,5,Neck,True,1124.833740234375,756.3965454101562
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,5,UpperThorax,True,1112.7442626953125,731.8511352539062
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,5,LowerThorax,True,1101.2413330078125,716.7235717773438
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,5,Petiole,True,1089.08251953125,700.7982788085938
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,5,Abdomen,True,1052.632568359375,668.3939819335938
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,5,LForeLeg,True,1152.683837890625,744.383056640625
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,5,LForeFoot,True,1140.7646484375,752.1292114257812
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,5,RForeLeg,True,1089.1937255859375,772.6531982421875
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,5,RForeFoot,True,1116.016845703125,772.6669311523438
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,5,LMidLeg,True,1160.8433837890625,704.5546875
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,5,LMidFoot,True,1220.5361328125,716.3328247070312
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,5,RMidLeg,True,1077.46630859375,768.767578125
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,5,RMidFoot,True,1108.5933837890625,800.9559326171875
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,5,LHindLeg,True,1108.4385986328125,668.0584716796875
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,5,LHindFoot,True,1093.2650146484375,644.5867919921875
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,5,RHindLeg,True,1049.052001953125,712.2556762695312
